plugin,skill,check_id,severity,result,detail
rev-ops,duplicate-detection,1.3,WARN,PASS,name=duplicate-detection
rev-ops,duplicate-detection,1.4,WARN,PASS,description present
rev-ops,duplicate-detection,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,duplicate-detection,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,duplicate-detection,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,duplicate-detection,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,duplicate-detection,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,duplicate-detection,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,duplicate-detection,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,duplicate-detection,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,duplicate-detection,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,duplicate-detection,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,duplicate-detection,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,duplicate-detection,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,duplicate-detection,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,duplicate-detection,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,duplicate-detection,9.1,WARN,PASS,G-code governance reference found
rev-ops,duplicate-detection,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,early-churn-downgrade-signal-detection,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,early-churn-downgrade-signal-detection,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,early-churn-downgrade-signal-detection,1.2,WARN,PASS,version=1.0.0
rev-ops,early-churn-downgrade-signal-detection,1.3,WARN,PASS,name=early-churn-downgrade-signal-detection
rev-ops,early-churn-downgrade-signal-detection,1.4,WARN,PASS,description present
rev-ops,early-churn-downgrade-signal-detection,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,early-churn-downgrade-signal-detection,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,early-churn-downgrade-signal-detection,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,early-churn-downgrade-signal-detection,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,early-churn-downgrade-signal-detection,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,early-churn-downgrade-signal-detection,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,early-churn-downgrade-signal-detection,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,early-churn-downgrade-signal-detection,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,early-churn-downgrade-signal-detection,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,early-churn-downgrade-signal-detection,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,early-churn-downgrade-signal-detection,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,early-churn-downgrade-signal-detection,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,early-churn-downgrade-signal-detection,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,early-churn-downgrade-signal-detection,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,early-churn-downgrade-signal-detection,9.1,WARN,PASS,G-code governance reference found
rev-ops,early-churn-downgrade-signal-detection,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,field-completion-monitoring,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,field-completion-monitoring,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,field-completion-monitoring,1.2,WARN,PASS,version=1.0.0
rev-ops,field-completion-monitoring,1.3,WARN,PASS,name=field-completion-monitoring
rev-ops,field-completion-monitoring,1.4,WARN,PASS,description present
rev-ops,field-completion-monitoring,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,field-completion-monitoring,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,field-completion-monitoring,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,field-completion-monitoring,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,field-completion-monitoring,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,field-completion-monitoring,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,field-completion-monitoring,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,field-completion-monitoring,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,field-completion-monitoring,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,field-completion-monitoring,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,field-completion-monitoring,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,field-completion-monitoring,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,field-completion-monitoring,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,field-completion-monitoring,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,field-completion-monitoring,9.1,WARN,PASS,G-code governance reference found
rev-ops,field-completion-monitoring,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,forecast-variance-analysis,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,forecast-variance-analysis,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,forecast-variance-analysis,1.2,WARN,PASS,version=1.0.0
rev-ops,forecast-variance-analysis,1.3,WARN,PASS,name=forecast-variance-analysis
rev-ops,forecast-variance-analysis,1.4,WARN,PASS,description present
rev-ops,forecast-variance-analysis,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,forecast-variance-analysis,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,forecast-variance-analysis,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,forecast-variance-analysis,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,forecast-variance-analysis,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,forecast-variance-analysis,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,forecast-variance-analysis,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,forecast-variance-analysis,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,forecast-variance-analysis,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,forecast-variance-analysis,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,forecast-variance-analysis,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,forecast-variance-analysis,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,forecast-variance-analysis,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,forecast-variance-analysis,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,forecast-variance-analysis,9.1,WARN,PASS,G-code governance reference found
rev-ops,forecast-variance-analysis,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,growth-model-vs-actuals-tracking,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,growth-model-vs-actuals-tracking,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,growth-model-vs-actuals-tracking,1.2,WARN,PASS,version=1.0.0
rev-ops,growth-model-vs-actuals-tracking,1.3,WARN,PASS,name=growth-model-vs-actuals-tracking
rev-ops,growth-model-vs-actuals-tracking,1.4,WARN,PASS,description present
rev-ops,growth-model-vs-actuals-tracking,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,growth-model-vs-actuals-tracking,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,growth-model-vs-actuals-tracking,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,growth-model-vs-actuals-tracking,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,growth-model-vs-actuals-tracking,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,growth-model-vs-actuals-tracking,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,growth-model-vs-actuals-tracking,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,growth-model-vs-actuals-tracking,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,growth-model-vs-actuals-tracking,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,growth-model-vs-actuals-tracking,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,growth-model-vs-actuals-tracking,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,growth-model-vs-actuals-tracking,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,growth-model-vs-actuals-tracking,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,growth-model-vs-actuals-tracking,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,growth-model-vs-actuals-tracking,9.1,WARN,PASS,G-code governance reference found
rev-ops,growth-model-vs-actuals-tracking,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,gtm-unified-metrics-pulse,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,gtm-unified-metrics-pulse,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,gtm-unified-metrics-pulse,1.2,WARN,PASS,version=1.0.0
rev-ops,gtm-unified-metrics-pulse,1.3,WARN,PASS,name=gtm-unified-metrics-pulse
rev-ops,gtm-unified-metrics-pulse,1.4,WARN,PASS,description present
rev-ops,gtm-unified-metrics-pulse,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,gtm-unified-metrics-pulse,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,gtm-unified-metrics-pulse,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,gtm-unified-metrics-pulse,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,gtm-unified-metrics-pulse,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,gtm-unified-metrics-pulse,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,gtm-unified-metrics-pulse,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,gtm-unified-metrics-pulse,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,gtm-unified-metrics-pulse,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,gtm-unified-metrics-pulse,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,gtm-unified-metrics-pulse,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,gtm-unified-metrics-pulse,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,gtm-unified-metrics-pulse,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,gtm-unified-metrics-pulse,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,gtm-unified-metrics-pulse,9.1,WARN,PASS,G-code governance reference found
rev-ops,gtm-unified-metrics-pulse,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,mid-year-replan-triggering,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,mid-year-replan-triggering,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,mid-year-replan-triggering,1.2,WARN,PASS,version=1.0.0
rev-ops,mid-year-replan-triggering,1.3,WARN,PASS,name=mid-year-replan-triggering
rev-ops,mid-year-replan-triggering,1.4,WARN,PASS,description present
rev-ops,mid-year-replan-triggering,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,mid-year-replan-triggering,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,mid-year-replan-triggering,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,mid-year-replan-triggering,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,mid-year-replan-triggering,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,mid-year-replan-triggering,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,mid-year-replan-triggering,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,mid-year-replan-triggering,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,mid-year-replan-triggering,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,mid-year-replan-triggering,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,mid-year-replan-triggering,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,mid-year-replan-triggering,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,mid-year-replan-triggering,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,mid-year-replan-triggering,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,mid-year-replan-triggering,9.1,WARN,PASS,G-code governance reference found
rev-ops,mid-year-replan-triggering,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,next-best-action-recommendation,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,next-best-action-recommendation,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,next-best-action-recommendation,1.2,WARN,PASS,version=1.0.0
rev-ops,next-best-action-recommendation,1.3,WARN,PASS,name=next-best-action-recommendation
rev-ops,next-best-action-recommendation,1.4,WARN,PASS,description present
rev-ops,next-best-action-recommendation,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,next-best-action-recommendation,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,next-best-action-recommendation,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,next-best-action-recommendation,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,next-best-action-recommendation,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,next-best-action-recommendation,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,next-best-action-recommendation,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,next-best-action-recommendation,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,next-best-action-recommendation,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,next-best-action-recommendation,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,next-best-action-recommendation,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,next-best-action-recommendation,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,next-best-action-recommendation,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,next-best-action-recommendation,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,next-best-action-recommendation,9.1,WARN,PASS,G-code governance reference found
rev-ops,next-best-action-recommendation,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,non-standard-terms-detection,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,non-standard-terms-detection,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,non-standard-terms-detection,1.2,WARN,PASS,version=1.0.0
rev-ops,non-standard-terms-detection,1.3,WARN,PASS,name=non-standard-terms-detection
rev-ops,non-standard-terms-detection,1.4,WARN,PASS,description present
rev-ops,non-standard-terms-detection,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,non-standard-terms-detection,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,non-standard-terms-detection,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,non-standard-terms-detection,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,non-standard-terms-detection,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,non-standard-terms-detection,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,non-standard-terms-detection,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,non-standard-terms-detection,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,non-standard-terms-detection,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,non-standard-terms-detection,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,non-standard-terms-detection,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,non-standard-terms-detection,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,non-standard-terms-detection,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,non-standard-terms-detection,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,non-standard-terms-detection,9.1,WARN,PASS,G-code governance reference found
rev-ops,non-standard-terms-detection,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,outcome-statement-builder,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,outcome-statement-builder,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,outcome-statement-builder,1.2,WARN,FAIL,version field missing from frontmatter
rev-ops,outcome-statement-builder,1.3,WARN,PASS,name=outcome-statement-builder
rev-ops,outcome-statement-builder,1.4,WARN,PASS,description present
rev-ops,outcome-statement-builder,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,outcome-statement-builder,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,outcome-statement-builder,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,outcome-statement-builder,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,outcome-statement-builder,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,outcome-statement-builder,5.1,WARN,FAIL,## Reasoning Protocol section missing
rev-ops,outcome-statement-builder,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,outcome-statement-builder,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,outcome-statement-builder,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,outcome-statement-builder,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,outcome-statement-builder,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,outcome-statement-builder,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,outcome-statement-builder,6.1,WARN,PASS,## Reference Files section present
rev-ops,outcome-statement-builder,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,outcome-statement-builder,9.1,WARN,FAIL,no G-code references found in SKILL.md
rev-ops,outcome-statement-builder,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,outcome-to-value-tracking,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,outcome-to-value-tracking,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,outcome-to-value-tracking,1.2,WARN,PASS,version=1.0.0
rev-ops,outcome-to-value-tracking,1.3,WARN,PASS,name=outcome-to-value-tracking
rev-ops,outcome-to-value-tracking,1.4,WARN,PASS,description present
rev-ops,outcome-to-value-tracking,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,outcome-to-value-tracking,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,outcome-to-value-tracking,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,outcome-to-value-tracking,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,outcome-to-value-tracking,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,outcome-to-value-tracking,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,outcome-to-value-tracking,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,outcome-to-value-tracking,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,outcome-to-value-tracking,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,outcome-to-value-tracking,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,outcome-to-value-tracking,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,outcome-to-value-tracking,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,outcome-to-value-tracking,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,outcome-to-value-tracking,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,outcome-to-value-tracking,9.1,WARN,PASS,G-code governance reference found
rev-ops,outcome-to-value-tracking,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,pipeline-coverage-analysis,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,pipeline-coverage-analysis,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,pipeline-coverage-analysis,1.2,WARN,PASS,version=1.0.0
rev-ops,pipeline-coverage-analysis,1.3,WARN,PASS,name=pipeline-coverage-analysis
rev-ops,pipeline-coverage-analysis,1.4,WARN,PASS,description present
rev-ops,pipeline-coverage-analysis,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,pipeline-coverage-analysis,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,pipeline-coverage-analysis,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,pipeline-coverage-analysis,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,pipeline-coverage-analysis,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,pipeline-coverage-analysis,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,pipeline-coverage-analysis,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,pipeline-coverage-analysis,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,pipeline-coverage-analysis,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,pipeline-coverage-analysis,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,pipeline-coverage-analysis,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,pipeline-coverage-analysis,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,pipeline-coverage-analysis,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,pipeline-coverage-analysis,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,pipeline-coverage-analysis,9.1,WARN,PASS,G-code governance reference found
rev-ops,pipeline-coverage-analysis,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,pipeline-velocity-tracking,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,pipeline-velocity-tracking,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,pipeline-velocity-tracking,1.2,WARN,PASS,version=1.0.0
rev-ops,pipeline-velocity-tracking,1.3,WARN,PASS,name=pipeline-velocity-tracking
rev-ops,pipeline-velocity-tracking,1.4,WARN,PASS,description present
rev-ops,pipeline-velocity-tracking,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,pipeline-velocity-tracking,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,pipeline-velocity-tracking,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,pipeline-velocity-tracking,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,pipeline-velocity-tracking,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,pipeline-velocity-tracking,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,pipeline-velocity-tracking,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,pipeline-velocity-tracking,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
rev-ops,pipeline-velocity-tracking,5.1-D1c,WARN,FAIL,post-execution verification block missing ('**After execution**; verify:')
rev-ops,pipeline-velocity-tracking,5.1-D1d,WARN,FAIL,3-band confidence calibration missing (High/Medium/Low format)
rev-ops,pipeline-velocity-tracking,5.1-D4a,WARN,SKIP,anti-pattern count=0 (check 5.1 FAIL may explain; verify manually)
rev-ops,pipeline-velocity-tracking,5.1a,WARN,FAIL,references/reasoning-blueprint.md not found
rev-ops,pipeline-velocity-tracking,6.1,WARN,FAIL,## Reference Files section missing
rev-ops,pipeline-velocity-tracking,6.1a,WARN,FAIL,reasoning-blueprint.md not referenced in SKILL.md
rev-ops,pipeline-velocity-tracking,9.1,WARN,PASS,G-code governance reference found
rev-ops,pipeline-velocity-tracking,S1,WARN,FAIL,no output status signal found (PROPOSED/VALIDATED/DRAFT)
rev-ops,quota-sensitivity-analysis,1.1,BLOCK,PASS,deployment_target=plugin
rev-ops,quota-sensitivity-analysis,1.1a,BLOCK,PASS,no top-level security: block in frontmatter
rev-ops,quota-sensitivity-analysis,1.2,WARN,PASS,version=1.0.0
rev-ops,quota-sensitivity-analysis,1.3,WARN,PASS,name=quota-sensitivity-analysis
rev-ops,quota-sensitivity-analysis,1.4,WARN,PASS,description present
rev-ops,quota-sensitivity-analysis,2.1,BLOCK,PASS,## Use When / Trigger Precision present
rev-ops,quota-sensitivity-analysis,2.2,BLOCK,PASS,## Do NOT Use For / Trigger Precision present
rev-ops,quota-sensitivity-analysis,2.3,WARN,FAIL,## Typical Activation section missing
rev-ops,quota-sensitivity-analysis,3.1,WARN,FAIL,## Pre-flight section missing
rev-ops,quota-sensitivity-analysis,3.2,WARN,FAIL,company-profile.md not referenced
rev-ops,quota-sensitivity-analysis,5.1,WARN,PASS,## Reasoning Protocol present
rev-ops,quota-sensitivity-analysis,5.1-D1a,WARN,FAIL,D1 opening line missing: 'Before generating output; apply these primers:'
rev-ops,quota-sensitivity-analysis,5.1-D1b,WARN,FAIL,missing primers: CLASSIFY;CONSTRAINTS;EXPERT CHECK;ANTI-PATTERNS
